layer,epsilon,cc,tag,mode,K,N,seed_a,seed_b,comp_a,comp_b,cosine_components,score_corr,label_a,label_b,label_token_jaccard
13,2.8,ambig,flip,rejected,10,200,0,1,8,4,-0.06919396668672562,0.03301728965565177,MANUAL,MANUAL,1.0
13,2.8,ambig,flip,rejected,10,200,0,1,9,8,0.09956817328929901,0.026903076713042692,MANUAL,MANUAL,1.0
13,2.8,ambig,noflip,chosen,10,200,0,1,0,0,0.9884030818939209,-0.021577771657439675,MANUAL,MANUAL,1.0
13,2.8,ambig,noflip,chosen,10,200,0,1,1,1,0.9383925795555115,0.1335449131443006,MANUAL,MANUAL,1.0
13,2.8,ambig,noflip,chosen,10,200,0,1,2,3,0.5430465936660767,-0.01927876817886939,MANUAL,MANUAL,1.0
13,2.8,ambig,noflip,chosen,10,200,0,1,3,8,0.00779467960819602,-0.00017469940536801054,MANUAL,MANUAL,1.0
13,2.8,ambig,noflip,chosen,10,200,0,1,4,4,0.8165556788444519,0.0782644260779115,MANUAL,MANUAL,1.0
13,2.8,ambig,noflip,chosen,10,200,0,1,5,5,0.8187931180000305,0.027271220592286493,MANUAL,MANUAL,1.0
13,2.8,ambig,noflip,chosen,10,200,0,1,6,7,0.5492061972618103,-0.0069966148680584645,MANUAL,MANUAL,1.0
13,2.8,ambig,noflip,chosen,10,200,0,1,7,6,0.6576609015464783,0.05266336000856999,MANUAL,MANUAL,1.0
13,2.8,ambig,noflip,chosen,10,200,0,1,8,2,-0.0005377565394155681,0.06900778795237687,MANUAL,MANUAL,1.0
13,2.8,ambig,noflip,chosen,10,200,0,1,9,9,0.34413665533065796,0.023012181578862062,MANUAL,MANUAL,1.0
13,2.8,ambig,noflip,rejected,10,200,0,1,0,0,0.9898103475570679,0.015894966410373964,MANUAL,MANUAL,1.0
13,2.8,ambig,noflip,rejected,10,200,0,1,1,9,0.09157931059598923,0.17304445944331354,MANUAL,MANUAL,1.0
13,2.8,ambig,noflip,rejected,10,200,0,1,2,3,0.4547651410102844,0.008949129827518106,MANUAL,MANUAL,1.0
13,2.8,ambig,noflip,rejected,10,200,0,1,3,2,0.491933673620224,0.08568216304875899,MANUAL,MANUAL,1.0
13,2.8,ambig,noflip,rejected,10,200,0,1,4,4,0.34192755818367004,0.14925252354851745,MANUAL,MANUAL,1.0
13,2.8,ambig,noflip,rejected,10,200,0,1,5,5,0.32122471928596497,0.04891140508415443,MANUAL,MANUAL,1.0
13,2.8,ambig,noflip,rejected,10,200,0,1,6,8,0.5365679860115051,0.20676738628830763,MANUAL,MANUAL,1.0
13,2.8,ambig,noflip,rejected,10,200,0,1,7,7,0.4033314883708954,-0.06500892681374197,MANUAL,MANUAL,1.0
13,2.8,ambig,noflip,rejected,10,200,0,1,8,6,0.5105888247489929,0.015127579755820669,MANUAL,MANUAL,1.0
13,2.8,ambig,noflip,rejected,10,200,0,1,9,1,0.050829462707042694,0.054360351381882256,MANUAL,MANUAL,1.0
13,2.8,disambig,flip,chosen,10,200,0,1,0,0,0.947118878364563,0.07006214641240371,MANUAL,MANUAL,1.0
13,2.8,disambig,flip,chosen,10,200,0,1,1,1,0.911954402923584,-0.010197171470641303,MANUAL,MANUAL,1.0
13,2.8,disambig,flip,chosen,10,200,0,1,2,2,0.7979960441589355,0.23825704283388338,MANUAL,MANUAL,1.0
13,2.8,disambig,flip,chosen,10,200,0,1,3,3,0.8015608191490173,0.1753229940752512,MANUAL,MANUAL,1.0
13,2.8,disambig,flip,chosen,10,200,0,1,4,4,0.7987524271011353,0.3176596068472489,MANUAL,MANUAL,1.0
13,2.8,disambig,flip,chosen,10,200,0,1,5,5,0.8375951647758484,0.2049343137994511,MANUAL,MANUAL,1.0
13,2.8,disambig,flip,chosen,10,200,0,1,6,6,0.6856858730316162,0.13664087321843613,MANUAL,MANUAL,1.0
13,2.8,disambig,flip,chosen,10,200,0,1,7,8,0.644335150718689,0.04538541202816306,MANUAL,MANUAL,1.0
13,2.8,disambig,flip,chosen,10,200,0,1,8,9,0.11980275064706802,-0.08446116008143041,MANUAL,MANUAL,1.0
13,2.8,disambig,flip,chosen,10,200,0,1,9,7,0.05635836720466614,0.02649734353106608,MANUAL,MANUAL,1.0
13,2.8,disambig,flip,rejected,10,200,0,1,0,0,0.9594190716743469,0.10686897463289548,MANUAL,MANUAL,1.0
13,2.8,disambig,flip,rejected,10,200,0,1,1,1,0.9619705677032471,-0.007778263243674101,MANUAL,MANUAL,1.0
13,2.8,disambig,flip,rejected,10,200,0,1,2,9,0.1553455889225006,-0.017354880004347366,MANUAL,MANUAL,1.0
13,2.8,disambig,flip,rejected,10,200,0,1,3,4,0.05771423503756523,0.013864427314603002,MANUAL,MANUAL,1.0
13,2.8,disambig,flip,rejected,10,200,0,1,4,3,0.04058728739619255,0.02517605913328891,MANUAL,MANUAL,1.0
13,2.8,disambig,flip,rejected,10,200,0,1,5,5,0.61868816614151,0.17506688544942706,MANUAL,MANUAL,1.0
13,2.8,disambig,flip,rejected,10,200,0,1,6,6,0.48448118567466736,0.10413715124200484,MANUAL,MANUAL,1.0
13,2.8,disambig,flip,rejected,10,200,0,1,7,8,0.30623260140419006,-0.014267407186662523,MANUAL,MANUAL,1.0
13,2.8,disambig,flip,rejected,10,200,0,1,8,7,0.41094136238098145,0.14356344571933133,MANUAL,MANUAL,1.0
13,2.8,disambig,flip,rejected,10,200,0,1,9,2,0.16170550882816315,-0.0009625577761093111,MANUAL,MANUAL,1.0
13,2.8,disambig,noflip,chosen,10,200,0,1,0,0,0.991191565990448,0.04141310000112048,MANUAL,MANUAL,1.0
13,2.8,disambig,noflip,chosen,10,200,0,1,1,8,-0.032616835087537766,-0.11060096592441493,MANUAL,MANUAL,1.0
13,2.8,disambig,noflip,chosen,10,200,0,1,2,3,0.9306259155273438,-0.0680261719286648,MANUAL,MANUAL,1.0
13,2.8,disambig,noflip,chosen,10,200,0,1,3,2,0.8222469687461853,-0.01191784828131189,MANUAL,MANUAL,1.0
13,2.8,disambig,noflip,chosen,10,200,0,1,4,1,-0.04525447636842728,-0.018179340007800263,MANUAL,MANUAL,1.0
13,2.8,disambig,noflip,chosen,10,200,0,1,5,9,0.571868896484375,0.0415317483888437,MANUAL,MANUAL,1.0
13,2.8,disambig,noflip,chosen,10,200,0,1,6,6,0.29859569668769836,0.10882755388106323,MANUAL,MANUAL,1.0
13,2.8,disambig,noflip,chosen,10,200,0,1,7,7,0.2811814248561859,0.09849985160579096,MANUAL,MANUAL,1.0
13,2.8,disambig,noflip,chosen,10,200,0,1,8,4,0.20318621397018433,-0.029334078814640945,MANUAL,MANUAL,1.0
13,2.8,disambig,noflip,chosen,10,200,0,1,9,5,0.2700809836387634,-0.07967620852605037,MANUAL,MANUAL,1.0
13,2.8,disambig,noflip,rejected,10,200,0,1,0,0,0.9909772276878357,-0.004515684251347284,MANUAL,MANUAL,1.0
13,2.8,disambig,noflip,rejected,10,200,0,1,1,3,0.05166632682085037,0.016696994877139888,MANUAL,MANUAL,1.0
13,2.8,disambig,noflip,rejected,10,200,0,1,2,1,0.26403024792671204,0.03529906218546016,MANUAL,MANUAL,1.0
13,2.8,disambig,noflip,rejected,10,200,0,1,3,2,0.4592169523239136,0.11619098153986536,MANUAL,MANUAL,1.0
13,2.8,disambig,noflip,rejected,10,200,0,1,4,9,0.2508421242237091,-0.04126787122747957,MANUAL,MANUAL,1.0
13,2.8,disambig,noflip,rejected,10,200,0,1,5,6,0.49987107515335083,0.1653753871042371,MANUAL,MANUAL,1.0
13,2.8,disambig,noflip,rejected,10,200,0,1,6,5,0.5117406845092773,0.162125943539968,MANUAL,MANUAL,1.0
13,2.8,disambig,noflip,rejected,10,200,0,1,7,8,0.3332406282424927,0.09176771782370899,MANUAL,MANUAL,1.0
13,2.8,disambig,noflip,rejected,10,200,0,1,8,7,-0.02255658246576786,-0.010063321461680964,MANUAL,MANUAL,1.0
13,2.8,disambig,noflip,rejected,10,200,0,1,9,4,0.04625396057963371,0.07611595280056549,MANUAL,MANUAL,1.0
1,1.0,ambig,flip,chosen,10,200,0,1,0,0,0.9872392416000366,-0.043143861243021095,MANUAL,MANUAL,1.0
1,1.0,ambig,flip,chosen,10,200,0,1,1,5,0.12714511156082153,-0.051289991623312575,MANUAL,MANUAL,1.0
1,1.0,ambig,flip,chosen,10,200,0,1,2,3,0.31899333000183105,0.02415703417438021,MANUAL,MANUAL,1.0
1,1.0,ambig,flip,chosen,10,200,0,1,3,2,0.24929890036582947,-0.12765421532018986,MANUAL,MANUAL,1.0
1,1.0,ambig,flip,chosen,10,200,0,1,4,1,-0.0023185727186501026,-0.03136533176288798,MANUAL,MANUAL,1.0
1,1.0,ambig,flip,chosen,10,200,0,1,5,9,0.31181806325912476,-0.00561608418589193,MANUAL,MANUAL,1.0
1,1.0,ambig,flip,chosen,10,200,0,1,6,7,0.15131184458732605,0.008078806423783235,MANUAL,MANUAL,1.0
1,1.0,ambig,flip,chosen,10,200,0,1,7,4,0.2663891613483429,-0.01871418171372279,MANUAL,MANUAL,1.0
1,1.0,ambig,flip,chosen,10,200,0,1,8,6,0.5030943751335144,0.11311766810226931,MANUAL,MANUAL,1.0
1,1.0,ambig,flip,chosen,10,200,0,1,9,8,0.3101575970649719,0.03990057557124139,MANUAL,MANUAL,1.0
1,1.0,ambig,flip,rejected,10,200,0,1,0,0,0.9708573818206787,0.0390042798382134,MANUAL,MANUAL,1.0
1,1.0,ambig,flip,rejected,10,200,0,1,1,3,0.12857691943645477,0.07811681327246342,MANUAL,MANUAL,1.0
1,1.0,ambig,flip,rejected,10,200,0,1,2,2,0.9303491711616516,0.32675180587408764,MANUAL,MANUAL,1.0
1,1.0,ambig,flip,rejected,10,200,0,1,3,8,0.0807003527879715,0.17175105408924202,MANUAL,MANUAL,1.0
1,1.0,ambig,flip,rejected,10,200,0,1,4,4,0.8028265237808228,0.33821409284479304,MANUAL,MANUAL,1.0
1,1.0,ambig,flip,rejected,10,200,0,1,5,9,0.1640976369380951,-0.0076372341991106105,MANUAL,MANUAL,1.0
1,1.0,ambig,flip,rejected,10,200,0,1,6,6,0.38632217049598694,0.07826169566208362,MANUAL,MANUAL,1.0
1,1.0,ambig,flip,rejected,10,200,0,1,7,7,0.39785242080688477,0.06852777527758101,MANUAL,MANUAL,1.0
1,1.0,ambig,flip,rejected,10,200,0,1,8,5,0.401632159948349,0.1458570854687019,MANUAL,MANUAL,1.0
1,1.0,ambig,flip,rejected,10,200,0,1,9,1,-0.036479707807302475,0.006391698487759369,MANUAL,MANUAL,1.0
1,1.0,ambig,noflip,chosen,10,200,0,1,0,0,0.9920943379402161,-0.03962249642536664,MANUAL,MANUAL,1.0
1,1.0,ambig,noflip,chosen,10,200,0,1,1,1,0.7427048683166504,0.045116920772428945,MANUAL,MANUAL,1.0
1,1.0,ambig,noflip,chosen,10,200,0,1,2,2,0.6616187691688538,0.03138859734220208,MANUAL,MANUAL,1.0
1,1.0,ambig,noflip,chosen,10,200,0,1,3,3,0.7334284782409668,-0.011683252533513695,MANUAL,MANUAL,1.0
1,1.0,ambig,noflip,chosen,10,200,0,1,4,4,0.7540637254714966,0.024346074935758064,MANUAL,MANUAL,1.0
1,1.0,ambig,noflip,chosen,10,200,0,1,5,8,0.07386727631092072,-0.0422390533806634,MANUAL,MANUAL,1.0
1,1.0,ambig,noflip,chosen,10,200,0,1,6,6,0.5191013216972351,0.07225859427551941,MANUAL,MANUAL,1.0
1,1.0,ambig,noflip,chosen,10,200,0,1,7,9,0.19148606061935425,0.03417542552294818,MANUAL,MANUAL,1.0
1,1.0,ambig,noflip,chosen,10,200,0,1,8,5,0.25020068883895874,0.002825028529948339,MANUAL,MANUAL,1.0
1,1.0,ambig,noflip,chosen,10,200,0,1,9,7,0.5755239129066467,0.12509238572716772,MANUAL,MANUAL,1.0
1,1.0,ambig,noflip,rejected,10,200,0,1,0,0,0.9890578389167786,0.04072829305581103,MANUAL,MANUAL,1.0
1,1.0,ambig,noflip,rejected,10,200,0,1,1,9,-0.0068862829357385635,-0.022170405972258517,MANUAL,MANUAL,1.0
1,1.0,ambig,noflip,rejected,10,200,0,1,2,1,0.17904731631278992,-0.00908111525263101,MANUAL,MANUAL,1.0
1,1.0,ambig,noflip,rejected,10,200,0,1,3,3,0.6695683598518372,0.10599192106264509,MANUAL,MANUAL,1.0
1,1.0,ambig,noflip,rejected,10,200,0,1,4,7,0.006218402646481991,-0.0964790343227882,MANUAL,MANUAL,1.0
1,1.0,ambig,noflip,rejected,10,200,0,1,5,4,0.7762790322303772,0.21325453166930836,MANUAL,MANUAL,1.0
1,1.0,ambig,noflip,rejected,10,200,0,1,6,5,0.4980131983757019,0.03778771859387594,MANUAL,MANUAL,1.0
1,1.0,ambig,noflip,rejected,10,200,0,1,7,2,0.12818512320518494,-0.005807058993532212,MANUAL,MANUAL,1.0
1,1.0,ambig,noflip,rejected,10,200,0,1,8,8,0.4590665400028229,0.03201161022203352,MANUAL,MANUAL,1.0
1,1.0,ambig,noflip,rejected,10,200,0,1,9,6,0.13275648653507233,0.10086667323638678,MANUAL,MANUAL,1.0
1,1.0,disambig,flip,chosen,10,200,0,1,0,0,0.9897351861000061,0.01584780641359534,MANUAL,MANUAL,1.0
1,1.0,disambig,flip,chosen,10,200,0,1,1,2,0.5283327698707581,-0.01795864267109619,MANUAL,MANUAL,1.0
1,1.0,disambig,flip,chosen,10,200,0,1,2,1,0.6180797219276428,0.13695606143943734,MANUAL,MANUAL,1.0
1,1.0,disambig,flip,chosen,10,200,0,1,3,3,0.5666458606719971,0.06911503501058594,MANUAL,MANUAL,1.0
1,1.0,disambig,flip,chosen,10,200,0,1,4,8,0.11144798994064331,0.08689676840677449,MANUAL,MANUAL,1.0
1,1.0,disambig,flip,chosen,10,200,0,1,5,5,0.7030897736549377,0.2513527955612343,MANUAL,MANUAL,1.0
1,1.0,disambig,flip,chosen,10,200,0,1,6,6,0.5802083611488342,0.17931094044044507,MANUAL,MANUAL,1.0
1,1.0,disambig,flip,chosen,10,200,0,1,7,7,0.2881382405757904,-0.11794082177660006,MANUAL,MANUAL,1.0
1,1.0,disambig,flip,chosen,10,200,0,1,8,9,0.3982532322406769,0.09382852006496954,MANUAL,MANUAL,1.0
1,1.0,disambig,flip,chosen,10,200,0,1,9,4,0.14298275113105774,0.07043148465622844,MANUAL,MANUAL,1.0
1,1.0,disambig,flip,rejected,10,200,0,1,0,0,0.984645664691925,0.011076183261993684,MANUAL,MANUAL,1.0
1,1.0,disambig,flip,rejected,10,200,0,1,1,8,-0.003878756193444133,-0.05642334128876879,MANUAL,MANUAL,1.0
1,1.0,disambig,flip,rejected,10,200,0,1,2,1,0.05364600941538811,-0.061956934458548364,MANUAL,MANUAL,1.0
1,1.0,disambig,flip,rejected,10,200,0,1,3,4,0.7797426581382751,0.18790351044912462,MANUAL,MANUAL,1.0
1,1.0,disambig,flip,rejected,10,200,0,1,4,5,0.678570568561554,0.11868601822327943,MANUAL,MANUAL,1.0
1,1.0,disambig,flip,rejected,10,200,0,1,5,9,0.19929012656211853,-0.0668189726590911,MANUAL,MANUAL,1.0
1,1.0,disambig,flip,rejected,10,200,0,1,6,7,0.45090365409851074,0.06919734183960784,MANUAL,MANUAL,1.0
1,1.0,disambig,flip,rejected,10,200,0,1,7,3,0.28655824065208435,-0.013073510478740958,MANUAL,MANUAL,1.0
1,1.0,disambig,flip,rejected,10,200,0,1,8,2,0.22209715843200684,0.1339519122354476,MANUAL,MANUAL,1.0
1,1.0,disambig,flip,rejected,10,200,0,1,9,6,0.432564377784729,0.05257805604797264,MANUAL,MANUAL,1.0
1,1.0,disambig,noflip,chosen,10,200,0,1,0,0,0.9875524640083313,0.02481982270439969,MANUAL,MANUAL,1.0
1,1.0,disambig,noflip,chosen,10,200,0,1,1,2,0.7792872786521912,-0.10867437664505324,MANUAL,MANUAL,1.0
1,1.0,disambig,noflip,chosen,10,200,0,1,2,5,-0.14323046803474426,0.08188135699670349,MANUAL,MANUAL,1.0
1,1.0,disambig,noflip,chosen,10,200,0,1,3,3,0.6788825988769531,0.19659686917182684,MANUAL,MANUAL,1.0
1,1.0,disambig,noflip,chosen,10,200,0,1,4,1,0.37558650970458984,0.018217917643402,MANUAL,MANUAL,1.0
1,1.0,disambig,noflip,chosen,10,200,0,1,5,6,0.6324363946914673,0.1611859588136184,MANUAL,MANUAL,1.0
1,1.0,disambig,noflip,chosen,10,200,0,1,6,4,0.30544236302375793,0.07242559087987509,MANUAL,MANUAL,1.0
1,1.0,disambig,noflip,chosen,10,200,0,1,7,7,0.2245894968509674,0.1293933828506166,MANUAL,MANUAL,1.0
1,1.0,disambig,noflip,chosen,10,200,0,1,8,8,0.535843014717102,-0.0205739413537215,MANUAL,MANUAL,1.0
1,1.0,disambig,noflip,chosen,10,200,0,1,9,9,0.5560867190361023,-0.051574852997405704,MANUAL,MANUAL,1.0
1,1.0,disambig,noflip,rejected,10,200,0,1,0,0,0.9911658763885498,0.011614891437198904,MANUAL,MANUAL,1.0
1,1.0,disambig,noflip,rejected,10,200,0,1,1,9,-0.04810424894094467,0.03792121872261363,MANUAL,MANUAL,1.0
1,1.0,disambig,noflip,rejected,10,200,0,1,2,2,0.8103508353233337,-0.03268220396345379,MANUAL,MANUAL,1.0
1,1.0,disambig,noflip,rejected,10,200,0,1,3,4,0.5865889191627502,0.018775305369452506,MANUAL,MANUAL,1.0
1,1.0,disambig,noflip,rejected,10,200,0,1,4,3,0.6190798878669739,0.12868076950866375,MANUAL,MANUAL,1.0
1,1.0,disambig,noflip,rejected,10,200,0,1,5,5,0.6750013828277588,0.24775725979614044,MANUAL,MANUAL,1.0
1,1.0,disambig,noflip,rejected,10,200,0,1,6,1,0.024349985644221306,-0.061767159244201265,MANUAL,MANUAL,1.0
1,1.0,disambig,noflip,rejected,10,200,0,1,7,7,-0.004622151609510183,-0.02199562859819287,MANUAL,MANUAL,1.0
1,1.0,disambig,noflip,rejected,10,200,0,1,8,8,0.1599537581205368,-0.033077528130572104,MANUAL,MANUAL,1.0
1,1.0,disambig,noflip,rejected,10,200,0,1,9,6,0.3878234624862671,-0.01706995622706267,MANUAL,MANUAL,1.0
1,2.0,ambig,flip,chosen,10,200,0,1,0,0,0.9856206774711609,-0.05096873506336143,MANUAL,MANUAL,1.0
1,2.0,ambig,flip,chosen,10,200,0,1,1,1,0.9721788167953491,0.09521919515811765,MANUAL,MANUAL,1.0
1,2.0,ambig,flip,chosen,10,200,0,1,2,2,0.9408878087997437,0.05092237415987987,MANUAL,MANUAL,1.0
1,2.0,ambig,flip,chosen,10,200,0,1,3,4,-0.056405168026685715,-0.0611087454822062,MANUAL,MANUAL,1.0
1,2.0,ambig,flip,chosen,10,200,0,1,4,9,0.20648816227912903,0.15739011415850657,MANUAL,MANUAL,1.0
1,2.0,ambig,flip,chosen,10,200,0,1,5,6,0.5622290968894958,0.005321159415341613,MANUAL,MANUAL,1.0
1,2.0,ambig,flip,chosen,10,200,0,1,6,3,0.017602963373064995,-0.0994627406248702,MANUAL,MANUAL,1.0
1,2.0,ambig,flip,chosen,10,200,0,1,7,7,0.32822859287261963,0.013184773490147373,MANUAL,MANUAL,1.0
1,2.0,ambig,flip,chosen,10,200,0,1,8,8,0.26188215613365173,0.06909494701372915,MANUAL,MANUAL,1.0
1,2.0,ambig,flip,chosen,10,200,0,1,9,5,0.10244036465883255,0.04184404162624547,MANUAL,MANUAL,1.0
1,2.0,ambig,flip,rejected,10,200,0,1,0,0,0.9731461405754089,0.011095951004717197,MANUAL,MANUAL,1.0
1,2.0,ambig,flip,rejected,10,200,0,1,1,2,0.6916317939758301,0.09603896987369345,MANUAL,MANUAL,1.0
1,2.0,ambig,flip,rejected,10,200,0,1,2,1,0.6512373685836792,0.06316598020232664,MANUAL,MANUAL,1.0
1,2.0,ambig,flip,rejected,10,200,0,1,3,3,0.7301029562950134,0.17048253472123578,MANUAL,MANUAL,1.0
1,2.0,ambig,flip,rejected,10,200,0,1,4,6,0.39615899324417114,0.011008289489263951,MANUAL,MANUAL,1.0
1,2.0,ambig,flip,rejected,10,200,0,1,5,5,0.5901772975921631,0.18080727747796202,MANUAL,MANUAL,1.0
1,2.0,ambig,flip,rejected,10,200,0,1,6,4,0.5181336402893066,0.2707159734395706,MANUAL,MANUAL,1.0
1,2.0,ambig,flip,rejected,10,200,0,1,7,7,0.6515373587608337,0.1096655732548129,MANUAL,MANUAL,1.0
1,2.0,ambig,flip,rejected,10,200,0,1,8,9,0.030534762889146805,-0.017643699585711176,MANUAL,MANUAL,1.0
1,2.0,ambig,flip,rejected,10,200,0,1,9,8,-0.09339386224746704,-0.07636954296782648,MANUAL,MANUAL,1.0
1,2.0,ambig,noflip,chosen,10,200,0,1,0,0,0.9918860197067261,-0.041345343238154926,MANUAL,MANUAL,1.0
1,2.0,ambig,noflip,chosen,10,200,0,1,1,2,0.8138716816902161,0.01852168181412893,MANUAL,MANUAL,1.0
1,2.0,ambig,noflip,chosen,10,200,0,1,2,8,-0.018753115087747574,0.09482623941988395,MANUAL,MANUAL,1.0
1,2.0,ambig,noflip,chosen,10,200,0,1,3,3,0.8035560846328735,0.01995942465867083,MANUAL,MANUAL,1.0
1,2.0,ambig,noflip,chosen,10,200,0,1,4,5,0.4449741840362549,0.22900304796860713,MANUAL,MANUAL,1.0
1,2.0,ambig,noflip,chosen,10,200,0,1,5,4,0.5333549380302429,0.028363570574814298,MANUAL,MANUAL,1.0
1,2.0,ambig,noflip,chosen,10,200,0,1,6,7,0.7106679677963257,0.04704483111378583,MANUAL,MANUAL,1.0
1,2.0,ambig,noflip,chosen,10,200,0,1,7,1,0.016468456014990807,-0.01912712170930286,MANUAL,MANUAL,1.0
1,2.0,ambig,noflip,chosen,10,200,0,1,8,6,0.506191611289978,0.03462598899165328,MANUAL,MANUAL,1.0
1,2.0,ambig,noflip,chosen,10,200,0,1,9,9,0.03314932435750961,-0.007280984754523648,MANUAL,MANUAL,1.0
1,2.0,ambig,noflip,rejected,10,200,0,1,0,0,0.9864636063575745,0.0051106417688249785,MANUAL,MANUAL,1.0
1,2.0,ambig,noflip,rejected,10,200,0,1,1,1,0.9449814558029175,0.15425186605268768,MANUAL,MANUAL,1.0
1,2.0,ambig,noflip,rejected,10,200,0,1,2,2,0.44887781143188477,0.0005825059038372496,MANUAL,MANUAL,1.0
1,2.0,ambig,noflip,rejected,10,200,0,1,3,3,0.477669358253479,0.002372328152417304,MANUAL,MANUAL,1.0
1,2.0,ambig,noflip,rejected,10,200,0,1,4,9,0.10214227437973022,-0.10191448943295314,MANUAL,MANUAL,1.0
1,2.0,ambig,noflip,rejected,10,200,0,1,5,5,0.17781932651996613,0.1371186887101529,MANUAL,MANUAL,1.0
1,2.0,ambig,noflip,rejected,10,200,0,1,6,4,0.15084540843963623,-0.007634515197250746,MANUAL,MANUAL,1.0
1,2.0,ambig,noflip,rejected,10,200,0,1,7,6,0.32919973134994507,0.01386026080702989,MANUAL,MANUAL,1.0
1,2.0,ambig,noflip,rejected,10,200,0,1,8,7,0.14421428740024567,-0.010306198171249658,MANUAL,MANUAL,1.0
